,Unnamed: 0,BLOCK,LOT,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,SALE PRICE
54436,78608,5306,55,10308,1,0,3375,684,1940,1,428433
54437,78609,5306,56,10308,1,0,3375,1384,1950,1,233200
54438,78610,5306,56,10308,1,0,3375,1384,1950,1,453084
54439,78611,5306,70,10308,1,0,3375,612,1935,1,153700
54440,78612,5306,76,10308,1,0,3930,1323,1960,1,249100
54441,78613,5306,93,10308,1,0,6750,909,1930,1,549888
54442,78614,5306,116,10308,1,0,4725,1110,1960,1,440000
54443,78615,5307,32,10308,1,0,3375,1660,1930,1,650000
54444,78616,5307,65,10308,1,0,946,1375,1990,1,390000
54445,78617,5310,22,10308,1,0,2500,828,1930,1,325000
54446,78618,5316,22,10312,1,0,1700,960,1973,1,336000
54447,78619,5316,69,10312,1,0,3400,1848,1950,1,670000
54448,78620,5316,73,10312,1,0,3400,964,1935,1,238500
54449,78621,5316,75,10312,1,0,3400,1500,1970,1,675000
54450,78622,5317,27,10312,1,0,2465,1224,1970,1,325000
54451,78623,5317,59,10312,1,0,2380,1370,1970,1,475000
54452,78624,5317,59,10312,1,0,2380,1370,1970,1,475000
54453,78625,5317,78,10312,1,0,2380,1370,1970,1,419000
54454,78626,5317,81,10312,1,0,2380,1370,1970,1,448000
54455,78627,5318,31,10312,1,0,2448,1374,1975,1,425000
54456,78628,5318,35,10312,1,0,2805,1374,1975,1,487500
54457,78629,5318,72,10312,1,0,2380,1440,1975,1,455000
54458,78630,5318,78,10312,1,0,2125,1683,1975,1,420000
54459,78631,5319,13,10312,1,0,2210,1292,1980,1,465000
54460,78632,5319,15,10312,1,0,2210,1292,1980,1,435000
54461,78633,5319,68,10312,1,0,2380,1336,1980,1,458500
54462,78634,5319,70,10312,1,0,2380,1336,1980,1,400000
54463,78635,5319,78,10312,1,0,2380,1336,1980,1,370000
54464,78636,5319,78,10312,1,0,2380,1336,1980,1,250000
54465,78637,5320,100,10312,1,0,2000,1600,1987,1,480000
54466,78638,5321,13,10312,1,0,3200,870,1930,1,332000
54467,78639,5321,82,10312,1,0,1920,1260,1986,1,422000
54468,78641,5438,70,10308,1,0,1500,1576,1988,1,415000
54469,78643,5439,95,10308,1,0,4500,1056,1965,1,525000
54470,78644,5439,95,10308,1,0,4500,1056,1965,1,345000
54471,78645,5439,144,10308,1,0,4100,528,1965,1,547000
54472,78646,5441,80,10308,1,0,6210,1152,1920,1,760000
54473,78648,5442,3,10308,1,0,4240,1687,1987,1,575000
54474,78649,5442,48,10308,1,0,5962,2560,2015,1,875695
54475,78650,5442,49,10308,1,0,6081,2560,2015,1,875695
54476,78651,5442,86,10308,1,0,2327,1440,1978,1,485000
54477,78652,5442,139,10308,1,0,2300,1392,1977,1,460000
54478,78653,5442,151,10308,1,0,2300,1392,1977,1,462000
54479,78654,5442,152,10308,1,0,2300,1380,1977,1,500000
54480,78656,5442,223,10308,1,0,2300,1376,1976,1,460000
54481,78657,5442,275,10308,1,0,2300,1376,1976,1,485000
54482,78658,5442,286,10308,1,0,2300,1472,1976,1,480000
54483,78659,5442,293,10308,1,0,2300,1424,1976,1,500000
54484,78660,5444,142,10308,1,0,2487,1477,1990,1,410000
54485,78661,5444,307,10308,1,0,1069,1135,1991,1,360000
54486,78662,5445,70,10308,1,0,2176,1489,1977,1,475000
54487,78663,5447,40,10308,1,0,2400,1690,1990,1,435000
54488,78664,5447,40,10308,1,0,2400,1690,1990,1,300000
54489,78665,5447,78,10308,1,0,7020,1112,1950,1,460000
54490,78666,5447,114,10308,1,0,3919,1240,1992,1,414000
54491,78667,5447,151,10308,1,0,856,1576,1990,1,392000
54492,78668,5447,192,10308,1,0,1514,1551,1992,1,455000
54493,78669,5447,193,10308,1,0,2304,1857,1992,1,475000
54494,78670,5450,19,10308,1,0,1360,1330,1988,1,410000
54495,78671,5451,7,10308,1,0,3000,1520,1970,1,495000
54496,78674,5454,11,10308,1,0,2000,1292,1965,1,423000
54497,78676,5454,17,10308,1,0,2500,728,1965,1,232500
54498,78677,5454,50,10308,1,0,2500,1020,1965,1,545000
54499,78678,5455,91,10308,1,0,3200,988,1975,1,505000
54500,78679,5456,1,10308,1,0,7490,2112,1970,1,790000
54501,78682,5456,160,10308,1,0,4000,960,1975,1,455000
54502,78683,5457,63,10308,1,0,2424,1604,1975,1,475000
54503,78684,5457,73,10308,1,0,1494,1330,1990,1,381000
54504,78685,5457,133,10308,1,0,2352,1248,1977,1,480000
54505,78686,5457,148,10308,1,0,2450,1280,1977,1,575000
54506,78687,5458,60,10308,1,0,1988,2281,1988,1,450000
54507,78688,5458,92,10308,1,0,2121,1092,1975,1,351000
54508,78690,5459,11,10308,1,0,2300,1232,1975,1,500000
54509,78691,5459,17,10308,1,0,2100,1232,1975,1,495000
54510,78692,5459,32,10308,1,0,2400,1320,1985,1,479000
54511,78693,5459,55,10308,1,0,2700,1100,1975,1,505000
54512,78694,5461,18,10308,1,0,4018,1092,1968,1,522500
54513,78695,5462,1,10308,1,0,4000,1925,1965,1,575000
54514,78696,5464,123,10308,1,0,5796,2184,1965,1,580000
54515,78697,5467,66,10308,1,0,4141,1720,1960,1,640000
54516,78699,5468,29,10308,1,0,2800,2080,1970,1,470000
54517,78700,5468,40,10308,1,0,2800,1880,1970,1,175000
54518,78702,5469,36,10308,1,0,4000,1848,1970,1,625000
54519,78703,5472,41,10308,1,0,4280,1600,1970,1,650000
54520,78704,5472,51,10308,1,0,3000,1080,1970,1,482000
54521,78707,5477,4,10308,1,0,2400,1510,1970,1,435000
54522,78709,5477,29,10308,1,0,2500,2293,1975,1,330000
54523,78711,5477,44,10308,1,0,2500,2293,1975,1,406000
54524,78714,5479,87,10308,1,0,1734,1200,1989,1,410000
54525,78715,5479,88,10308,1,0,1734,1200,1989,1,425000
54526,78717,5482,6,10312,1,0,4542,1872,1935,1,690000
54527,78718,5482,79,10312,1,0,2400,1476,1970,1,485000
54528,78720,5485,1,10312,1,0,5610,1092,1970,1,615000
54529,78721,5485,200,10312,1,0,2875,1568,1992,1,545000
54530,78723,5487,65,10312,1,0,2369,1092,1970,1,378007
54531,78725,5487,102,10308,1,0,3807,1600,1975,1,585000
54532,78726,5487,106,10308,1,0,3840,1824,1970,1,515000
54533,78727,5487,108,10308,1,0,3840,1824,1970,1,558000
54534,78728,5487,282,10308,1,0,3960,1600,1970,1,530000
54535,78729,5487,330,10312,1,0,1452,1360,1991,1,359000
54536,78730,5489,9,10312,1,0,4500,2031,1970,1,614000
54537,78734,5489,349,10308,1,0,2800,1320,1970,1,80000
54538,78738,5491,102,10312,1,0,4300,1836,1995,1,655000
54539,78740,5491,209,10308,1,0,2352,1428,1970,1,457500
54540,78741,5491,210,10308,1,0,2450,1428,1970,1,480000
54541,78744,5494,3,10312,1,0,8520,1040,1940,1,615000
54542,78746,5494,13,10312,1,0,3000,2220,1970,1,620000
54543,78747,5494,23,10312,1,0,2500,1464,1970,1,570000
54544,78748,5494,25,10312,1,0,2045,1200,2000,1,499999
54545,78750,5494,32,10312,1,0,2300,1240,1998,1,505000
54546,78751,5494,33,10312,1,0,2300,1240,1998,1,549900
54547,78752,5494,46,10312,1,0,2400,1408,2002,1,530000
54548,78753,5494,47,10312,1,0,3350,1408,2002,1,490000
54549,78754,5494,200,10308,1,0,2400,1200,1975,1,474900
54550,78755,5494,256,10308,1,0,2328,1120,1970,1,475000
54551,78756,5494,264,10308,1,0,2716,1332,1970,1,555000
54552,78757,5494,280,10308,1,0,2910,2088,1970,1,525000
54553,78760,5497,169,10312,1,0,4800,1912,1960,1,480000
54554,78761,5507,231,10312,1,0,775,1240,1990,1,361000
54555,78762,5511,31,10312,1,0,5560,1090,1920,1,449500
54556,78763,5511,88,10312,1,0,4840,1400,1930,1,225000
54557,78764,5511,110,10312,1,0,5560,988,1955,1,555000
54558,78765,5513,136,10312,1,0,2470,1464,1973,1,480000
54559,78766,5513,140,10312,1,0,2470,1464,1973,1,460000
54560,78768,5518,80,10312,1,0,4050,1914,1980,1,649999
54561,78770,5518,172,10312,1,0,3800,1951,1975,1,675000
54562,78771,5520,35,10312,1,0,4496,1920,2005,1,760000
54563,78773,5523,116,10312,1,0,3800,1781,1970,1,574500
54564,78774,5523,131,10312,1,0,4085,2230,1970,1,665000
54565,78775,5523,180,10312,1,0,3870,2196,1970,1,575000
54566,78780,5528,150,10312,1,0,3800,1972,1975,1,560000
54567,78782,5532,9,10312,1,0,2375,1440,2000,1,472500
54568,78783,5533,1,10312,1,0,2450,0,2016,1,559019
54569,78784,5533,3,10312,1,0,2450,0,2016,1,558001
54570,78785,5533,5,10312,1,0,2463,0,2016,1,539672
54571,78786,5533,7,10312,1,0,2719,0,2016,1,534581
54572,78787,5533,9,10312,1,0,2719,0,2016,1,534581
54573,78788,5533,11,10312,1,0,2719,0,2016,1,529490
54574,78789,5533,196,10312,1,0,3180,0,2016,1,565128
54575,78790,5533,197,10312,1,0,3188,0,2016,1,565128
54576,78791,5533,202,10312,1,0,2231,1440,1980,1,465000
54577,78796,5535,47,10312,1,0,2375,1240,1997,1,390000
54578,78797,5536,22,10312,1,0,2500,1440,2001,1,480000
54579,78798,5536,28,10312,1,0,2800,1440,2001,1,445000
54580,78799,4447,71,10306,2,0,1443,576,1986,1,340000
54581,78801,4477,101,10306,2,0,2507,1504,1986,1,459342
54582,78803,4500,269,10308,2,0,2400,2608,1985,1,550000
54583,78804,4500,317,10308,2,0,2510,2408,1982,1,579000
54584,78805,4509,1,10308,2,0,6000,2860,1985,1,500000
54585,78806,4510,87,10308,2,0,2796,3696,1982,1,584000
54586,78807,4510,87,10308,2,0,2796,3696,1982,1,584000
54587,78810,4575,8,10308,2,0,4573,2352,1980,1,528500
54588,78811,4575,81,10308,2,0,2500,1932,1984,1,385000
54589,78812,4575,84,10308,2,0,2500,1932,1984,1,530000
54590,78814,4575,100,10308,2,0,2500,1932,1984,1,495000
54591,78816,4575,151,10308,2,0,3025,2470,1985,1,635000
54592,78817,4588,15,10308,2,0,3500,1280,2003,1,233000
54593,78820,4645,50,10306,2,0,2645,1716,1998,1,520000
54594,78822,4645,97,10306,2,0,1951,2142,1997,1,508000
54595,78823,4645,107,10306,2,0,2054,2142,1994,1,618900
54596,78824,4645,119,10306,2,0,1688,2142,1994,1,550000
54597,78826,4645,125,10306,2,0,1951,2184,1996,1,525000
54598,78827,4645,141,10306,2,0,1951,1900,1996,1,575000
54599,78828,4645,223,10306,2,0,2106,1008,1994,1,540000
54600,78831,4982,1,10306,2,0,4700,2444,1965,1,575000
54601,78832,4986,13,10306,2,0,4000,2700,1997,1,680000
54602,78835,5030,38,10306,2,0,4640,2444,1970,1,775000
54603,78836,5105,16,10308,2,0,3420,2000,1973,1,705000
54604,78837,5108,7,10308,2,0,2945,1290,2004,1,580000
54605,78838,5125,12,10308,2,0,3212,3040,1990,1,650000
54606,78839,5126,100,10308,2,0,3920,2100,2003,1,720000
54607,78840,5127,33,10308,2,0,3481,2016,1970,1,558800
54608,78841,5155,35,10308,2,0,5750,2960,1920,1,770000
54609,78844,5204,16,10308,2,0,3800,0,2016,1,832928
54610,78846,5209,13,10308,2,0,3400,1700,1955,1,400000
54611,78847,5212,16,10308,2,0,4342,2455,2016,1,854311
54612,78848,5220,20,10308,2,0,2706,1630,1984,1,350000
54613,78849,5220,22,10308,2,0,3407,2476,1986,1,400000
54614,78850,5220,24,10308,2,0,2574,1630,1986,1,350000
54615,78852,5225,5,10308,2,0,4085,2040,1960,1,289674
54616,78853,5225,34,10308,2,0,4315,2496,1965,1,575000
54617,78854,5226,112,10308,2,0,4915,2430,2006,1,650000
54618,78856,5233,46,10308,2,0,4750,1530,1960,1,555000
54619,78857,5238,40,10312,2,0,3374,1165,2005,1,582000
54620,78860,5247,14,10308,2,0,4248,1736,1960,1,540000
54621,78863,5261,11,10308,2,0,3800,1339,1950,1,625000
54622,78866,5261,48,10308,2,0,4050,0,2016,1,869000
54623,78867,5262,51,10308,2,0,4080,2264,1960,1,785000
54624,78868,5265,104,10312,2,0,3250,1450,2005,1,636000
54625,78870,5268,41,10312,2,0,5063,2519,2015,1,860421
54626,78871,5268,174,10312,2,0,2625,2085,1991,1,540000
54627,78873,5269,15,10308,2,0,4500,2816,1986,1,859000
54628,78874,5275,34,10308,2,0,4600,1729,1955,1,499900
54629,78875,5277,42,10308,2,0,4000,2650,2016,1,850000
54630,78876,5277,43,10308,2,0,4000,2650,2016,1,874676
54631,78878,5282,21,10308,2,0,3720,1006,1930,1,250000
54632,78880,5286,67,10312,2,0,4000,2000,1960,1,625000
54633,78882,5293,85,10312,2,0,3650,2835,2003,1,805000
54634,78883,5299,29,10308,2,0,2208,2290,2006,1,580000
54635,78884,5299,92,10308,2,0,2280,2290,2006,1,600000
54636,78885,5306,58,10308,2,0,3375,1480,1945,1,380837
54637,78886,5310,49,10308,2,0,2500,1770,1988,1,405000
54638,78887,5313,43,10308,2,0,2660,1966,1987,1,555000
54639,78888,5316,88,10312,2,0,1530,1176,2000,1,520000
54640,78889,5317,13,10312,2,0,4080,2176,1970,1,649000
54641,78890,5317,36,10312,2,0,4930,1990,1970,1,565000
54642,78892,5441,94,10308,2,0,3518,1260,2001,1,456300
54643,78894,5441,110,10308,2,0,3850,1400,1997,1,634500
54644,78895,5442,12,10308,2,0,2450,1440,2004,1,478000
54645,78896,5442,199,10308,2,0,3150,1800,2001,1,530000
54646,78898,5445,5,10308,2,0,4000,2218,1977,1,650000
54647,78899,5445,59,10308,2,0,4000,2218,1977,1,50000
54648,78905,5450,107,10308,2,0,3578,3387,1992,1,700000
54649,78906,5450,119,10308,2,0,4128,2080,1994,1,707582
54650,78907,5452,61,10308,2,0,4123,1858,2007,1,590000
54651,78908,5453,10,10308,2,0,4922,2548,1965,1,200000
54652,78911,5459,61,10308,2,0,2700,1100,1975,1,540000
54653,78912,5462,28,10308,2,0,4920,2332,1965,1,665000
54654,78913,5463,10,10308,2,0,4710,1880,1970,1,475000
54655,78914,5463,34,10308,2,0,3366,1320,1970,1,490000
54656,78915,5463,43,10308,2,0,4500,3000,1970,1,810000
54657,78917,5469,45,10308,2,0,5000,1516,1970,1,710000
54658,78918,5470,20,10308,2,0,4000,1400,1965,1,550000
54659,78922,5472,21,10308,2,0,4100,1712,1970,1,625000
54660,78923,5472,29,10308,2,0,4100,1712,1970,1,732500
54661,78927,5480,17,10308,2,0,3406,1204,1975,1,600000
54662,78928,5480,34,10308,2,0,3897,2200,1975,1,425000
54663,78934,5485,16,10312,2,0,3036,1980,2003,1,826000
54664,78936,5489,330,10308,2,0,4519,1824,1970,1,545000
54665,78937,5491,8,10312,2,0,3700,1880,1997,1,715000
54666,78938,5491,15,10312,2,0,4120,2023,2015,1,829873
54667,78939,5491,106,10312,2,0,4480,1940,1997,1,729000
54668,78941,5494,7,10312,2,0,3000,2220,1970,1,535000
54669,78943,5497,231,10308,2,0,3925,1800,1996,1,580000
54670,78944,5515,49,10312,2,0,4000,2070,1970,1,565000
54671,78945,5518,22,10312,2,0,3800,2824,1985,1,657500
54672,78946,5518,64,10312,2,0,5400,2000,1985,1,640000
54673,78948,5518,214,10312,2,0,3800,2600,1984,1,655000
54674,78949,5523,124,10312,2,0,3325,2120,1992,1,690000
54675,78950,5523,299,10312,2,0,3420,2000,1999,1,580000
54676,78951,5528,143,10312,2,0,3800,2000,1975,1,635000
54677,78954,5531,69,10312,2,0,4002,1800,1970,1,485000
54678,78955,5531,72,10312,2,0,4002,1800,1970,1,465000
54679,78957,5531,153,10312,2,0,4200,1880,1970,1,706000
54680,78958,5533,198,10312,2,0,5248,0,2016,1,875695
54681,78961,5153,51,10308,3,0,8880,1800,1930,1,578671
54717,79007,5293,44,10312,1,0,4625,0,2010,1,220000
54736,79042,5145,1,10308,1,3,8915,4775,1967,4,675000
54737,79043,5134,15,10308,2,2,5700,4720,2004,4,1865000
54738,79045,5143,35,10308,0,12,7275,24225,1931,4,2300000
54739,79046,5272,47,10308,1,1,5100,1640,1931,4,725000
54740,79049,5201,47,10308,0,2,5000,2000,1986,4,469000
54742,79055,4697,18,10306,1,0,2000,1370,1965,1,469000
54743,79056,4698,3,10306,1,0,2500,1448,1965,1,460000
54744,79057,4698,71,10306,1,0,2625,1248,1965,1,493000
54745,79058,4710,32,10306,1,0,4040,2112,1965,1,550000
54746,79059,4710,114,10306,1,0,2400,1440,1965,1,525000
54747,79060,4960,26,10306,1,0,1900,1176,1965,1,415000
54748,79061,4961,15,10306,1,0,4000,1064,1950,1,330000
54749,79063,4965,3,10306,1,0,3600,1092,1960,1,575000
54750,79064,5015,67,10306,1,0,1200,1000,2004,1,395000
54751,79065,5015,81,10306,1,0,2400,1230,1985,1,436000
54752,79067,5020,48,10306,1,0,2448,1564,1965,1,421000
54753,79068,5022,1,10306,1,0,5350,1344,1960,1,600000
54754,79071,5024,25,10306,1,0,5839,1306,1935,1,125000
54755,79072,5024,35,10306,1,0,5724,1439,1940,1,565000
54756,79073,5090,62,10306,1,0,1040,1360,1987,1,374000
54757,79074,5092,35,10306,1,0,2450,0,2016,1,641396
54758,79075,5092,36,10306,1,0,2380,0,2016,1,636304
54759,79076,5094,44,10306,1,0,2300,1176,1975,1,510000
54760,79077,5094,49,10306,1,0,2300,1176,1967,1,430000
54761,79079,5095,46,10308,1,0,2600,1520,1975,1,475000
54762,79081,5099,4,10308,1,0,3880,2138,1975,1,609000
54763,79083,5099,44,10308,1,0,4000,2124,1975,1,727650
54764,79086,5101,32,10308,1,0,2431,1424,2007,1,577000
54765,79089,5115,21,10308,1,0,4000,1560,1960,1,630000
54766,79090,5115,24,10308,1,0,4000,1560,1960,1,535000
54767,79091,5115,54,10308,1,0,4000,1884,1970,1,660000
54768,79093,4697,38,10306,2,0,4000,1980,1965,1,650000
54769,79095,4973,13,10306,2,0,6000,3200,1970,1,380000
54770,79096,4976,18,10306,2,0,5800,2237,1970,1,610000
54771,79098,4978,22,10306,2,0,4000,2192,1965,1,799000
54772,79099,5024,19,10306,2,0,4576,2444,1965,1,780000
54773,79100,5025,13,10306,2,0,4000,2444,1960,1,587500
54774,79101,5025,17,10306,2,0,4000,2444,1960,1,370000
54775,79104,5093,8,10306,2,0,3480,1152,1975,1,740000
54776,79105,5095,9,10306,2,0,4000,2012,1965,1,780000
54777,79106,5097,1,10308,2,0,3600,2588,1982,1,710000
54778,79107,5097,16,10308,2,0,4800,2108,1970,1,710000
54779,79108,5097,22,10308,2,0,4000,1908,1970,1,757500
54780,79110,5099,9,10308,2,0,4360,2600,1975,1,290000
54781,79111,5100,31,10308,2,0,4000,2104,1975,1,615000
54782,79112,5102,1,10308,2,0,10206,1916,1955,1,587000
54783,79113,5113,1,10308,2,0,4410,2520,1970,1,715000
54784,79114,5113,14,10308,2,0,3900,2392,1960,1,300000
54795,79129,587,63,10304,1,0,28800,3993,1901,1,900000
54796,79130,587,100,10304,1,0,9750,1348,1960,1,560000
54797,79131,589,21,10301,1,0,15213,1800,1933,1,843000
54798,79132,589,21,10301,1,0,15213,1800,1933,1,825000
54799,79133,592,7,10301,1,0,8320,3540,2001,1,1135000
54800,79134,592,45,10301,1,0,36000,4219,1960,1,980000
54801,79135,592,340,10301,1,0,10680,1920,1960,1,1155000
54802,79136,593,33,10301,1,0,4000,1304,1915,1,470000
54803,79139,597,45,10301,1,0,8000,1116,1955,1,610000
54804,79141,614,85,10301,1,0,13952,5232,1991,1,1950000
54805,79142,614,150,10304,1,0,2525,456,1930,1,200000
54806,79144,617,1,10304,1,0,7054,1528,2014,1,962246
54807,79145,617,18,10304,1,0,5000,1700,2014,1,753505
54808,79146,618,105,10301,1,0,6000,2190,1970,1,575000
54809,79147,618,110,10301,1,0,27100,3284,1935,1,700000
54810,79149,618,440,10304,1,0,11424,1680,1987,1,722000
54811,79150,619,1,10301,1,0,25300,1172,1960,1,780000
54812,79151,619,152,10301,1,0,9630,1638,1979,1,858000
54813,79153,621,49,10304,1,0,5709,732,1920,1,330000
54814,79154,622,97,10304,1,0,4375,1192,1915,1,369000
54815,79155,622,104,10304,1,0,5424,864,1930,1,320000
54816,79156,623,245,10304,1,0,4000,960,1965,1,530000
54817,79157,627,14,10304,1,0,6500,1176,1950,1,645000
54818,79158,630,119,10301,1,0,15618,1992,1960,1,720000
54819,79159,630,155,10301,1,0,12804,1380,1960,1,644500
54820,79161,631,113,10301,1,0,8400,2598,1955,1,670000
54821,79162,591,59,10301,2,0,2600,1622,1920,1,765000
54822,79163,614,144,10304,2,0,6000,2228,1920,1,500000
54823,79164,615,175,10304,2,0,1162,2010,2002,1,450000
54824,79173,622,29,10304,2,0,5850,1856,1910,1,350000
54825,79174,623,123,10304,2,0,6565,1272,1925,1,298485
54849,79204,6332,124,10312,1,0,4050,1775,2002,1,700000
54850,79205,6333,93,10312,1,0,4800,945,1915,1,515000
54851,79206,6336,35,10312,1,0,10000,4280,1980,1,905000
54852,79210,6338,54,10312,1,0,4000,1865,1975,1,580000
54853,79211,6338,132,10312,1,0,4100,1016,1935,1,623000
54854,79214,6529,59,10312,1,0,8075,2830,1980,1,950000
54855,79215,6534,35,10312,1,0,7414,4088,1965,1,487500
54856,79216,6535,65,10312,1,0,15000,3183,1980,1,1163000
54857,79217,6539,52,10312,1,0,6870,3850,1993,1,830000
54858,79218,6540,1,10312,1,0,16740,2574,1930,1,1450000
54859,79219,6552,20,10312,1,0,5734,3026,2007,1,940000
54860,79220,6552,58,10312,1,0,7308,5417,2015,1,763687
54861,79221,6559,84,10312,1,0,15000,5840,1987,1,990000
54862,79222,6561,11,10312,1,0,2975,1496,1985,1,680000
54863,79223,6569,12,10312,1,0,6000,2200,1950,1,505584
54864,79224,6570,8,10312,1,0,4800,1020,1955,1,610000
54865,79225,6572,34,10312,1,0,10000,4026,2016,1,1476462
54866,79227,6574,49,10312,1,0,4000,2137,1930,1,683500
54867,79229,6581,39,10312,1,0,5500,1288,1960,1,475000
54868,79232,6815,196,10312,1,0,3880,1828,1965,1,524900
54869,79233,6816,37,10312,1,0,7571,934,1970,1,10000
54870,79235,6821,29,10312,1,0,4000,1944,1970,1,560000
54871,79236,6822,7,10312,1,0,4000,2046,1970,1,635000
54872,79237,6827,48,10312,1,0,4560,1080,1930,1,310000
54873,79238,6828,36,10312,1,0,5495,2364,2004,1,205000
54874,79239,6828,36,10312,1,0,5495,2364,2004,1,205000
54875,79241,6838,4,10309,1,0,7520,2400,2002,1,1092000
54876,79243,6838,19,10312,1,0,4200,2052,1974,1,655000
54877,79245,6839,23,10312,1,0,4410,2087,1976,1,500000
54878,79246,6839,60,10312,1,0,3990,2087,1974,1,625000
54879,79248,6841,42,10312,1,0,4560,2133,1970,1,570000
54880,79250,6842,29,10312,1,0,4142,2042,1970,1,550000
54881,79251,6843,114,10312,1,0,4500,2242,1970,1,630000
54882,79252,6843,116,10312,1,0,4000,2242,1970,1,530000
54883,79255,6846,37,10312,1,0,6040,2510,1978,1,610000
54884,79256,6846,54,10312,1,0,4200,2510,1970,1,631000
54885,79257,6847,51,10312,1,0,4200,1680,1965,1,533900
54886,79258,6849,9,10312,1,0,4200,876,1965,1,550000
54887,79260,6853,30,10309,1,0,7800,2600,1965,1,650000
54888,79261,6869,28,10309,1,0,4200,1008,1955,1,834965
54889,79264,6875,52,10309,1,0,5029,936,1960,1,515000
54890,79265,6875,118,10309,1,0,4050,1112,1965,1,553000
54891,79267,6881,45,10309,1,0,14100,6440,1975,1,1135000
54892,79268,6881,57,10309,1,0,10000,3004,1975,1,840000
54893,79269,6884,51,10309,1,0,2120,1120,1983,1,410000
54894,79272,6888,27,10309,1,0,2000,1120,1985,1,460000
54895,79273,6888,28,10309,1,0,2000,1120,1985,1,435000
54896,79274,6888,45,10309,1,0,1860,1480,1985,1,20000
54897,79275,6888,52,10309,1,0,1860,1480,1983,1,492000
54898,79277,6890,43,10309,1,0,5520,1662,1960,1,530000
54899,79279,6890,62,10309,1,0,4000,1934,1973,1,675000
54900,79280,6892,1,10309,1,0,11200,1628,1945,1,473750
54901,79281,6892,1,10309,1,0,11200,1628,1945,1,451250
54902,79282,6309,71,10312,2,0,6000,2096,1973,1,700000
54903,79284,6312,55,10312,2,0,4000,2284,1991,1,664300
54904,79285,6314,4,10312,2,0,6000,2348,1978,1,195000
54905,79287,6317,25,10312,2,0,4000,2259,1985,1,715000
54906,79288,6317,28,10312,2,0,4000,2259,1985,1,672000
54907,79291,6324,22,10312,2,0,5282,2639,2014,1,997885
54908,79292,6324,23,10312,2,0,5488,0,2014,1,997885
54909,79293,6324,216,10312,2,0,11900,2846,1986,1,750000
54910,79294,6333,99,10312,2,0,4800,1460,1915,1,659000
54911,79295,6334,54,10312,2,0,4000,2150,2013,1,873000
54912,79296,6334,61,10312,2,0,4000,2390,1965,1,650000
54913,79297,6335,37,10312,2,0,5000,1968,1970,1,835000
54914,79298,6338,88,10312,2,0,4000,0,2016,1,475000
54915,79299,6561,80,10312,2,0,4560,2250,1985,1,610000
54916,79304,6585,26,10312,2,1,9025,2711,1931,1,850000
54917,79306,6816,19,10312,2,0,9520,2830,1955,1,999900
54918,79307,6820,53,10312,2,0,4000,2424,1975,1,610000
54919,79308,6820,61,10312,2,0,4000,2424,1975,1,325000
54920,79309,6830,20,10312,2,0,8000,2912,1965,1,800000
54921,79310,6841,5,10309,2,0,5640,1323,2016,1,1160805
